Plaintext,Ciphertext
0x0e1e,0x28ba
0x0e1f,0xa8fa
0x0e20,0xa803
0x0e21,0x2c09
0x0e22,0x2863
0x0e23,0x2c63
0x0e24,0x2c43
0x0e25,0x2843
0x0e26,0xac09
0x0e27,0x2c99
0x0e28,0xac93
0x0e29,0xac03
0x0e2a,0xa893
0x0e2b,0xa869
0x0e2c,0xac43
0x0e2d,0xac63
0x0e2e,0xa849
0x0e2f,0xac99
0x0e30,0xc691
0x0e31,0xec33
0x0e32,0x2cdd
0x0e33,0xe241
0x0e34,0xe695
0x0e35,0x2876
0x0e36,0xc883
0x0e37,0xe889
0x0e38,0xa8dd
0x0e39,0xa87d
0x0e3a,0xc641
0x0e3b,0xa65a
0x0e3c,0x2657
0x0e3d,0x221a
0x0e3e,0xa61a
0x0e3f,0xc833
0x0e40,0x2233
0x0e41,0xeb59
0x0e42,0xed13
0x0e43,0xeb13
0x0e44,0xebd3
0x0e45,0xedd3
0x0e46,0x2289
0x0e47,0xeb79
0x0e48,0x2623
0x0e49,0x2633
0x0e4a,0x2223
0x0e4b,0xa233
0x0e4c,0xcbd3
0x0e4d,0xcb13
0x0e4e,0xa223
0x0e4f,0x22a9
0x0e50,0x2230
0x0e51,0xebb9
0x0e52,0xedf3
0x0e53,0xebf3
0x0e54,0xedb9
0x0e55,0xedf9
0x0e56,0x2282
0x0e57,0xebf9
0x0e58,0x2632
0x0e59,0x2630
0x0e5a,0x2682
0x0e5b,0xa230
0x0e5c,0xcbf9
0x0e5d,0xcbf3
0x0e5e,0xa232
0x0e5f,0x2232
0x0e60,0xad83
0x0e61,0x2b89
0x0e62,0x2263
0x0e63,0x2b33
0x0e64,0x2d89
0x0e65,0x2609
0x0e66,0xab89
0x0e67,0x2b39
0x0e68,0xa663
0x0e69,0xa603
0x0e6a,0xad33
0x0e6b,0xa209
0x0e6c,0x2269
0x0e6d,0x2209
0x0e6e,0x2203
0x0e6f,0x2b83
0x0e70,0xa883
0x0e71,0x2c89
0x0e72,0x2833
0x0e73,0x2c33
0x0e74,0x2889
0x0e75,0x2839
0x0e76,0xac89
0x0e77,0x2c39
0x0e78,0x2883
0x0e79,0xac83
0x0e7a,0xa833
0x0e7b,0xa839
0x0e7c,0xac39
0x0e7d,0xac33
0x0e7e,0xa889
0x0e7f,0x2c83
0x0e80,0x2e33
0x0e81,0xec59
0x0e82,0xde10
0x0e83,0xec13
0x0e84,0xecd3
0x0e85,0xded0
0x0e86,0x2e89
0x0e87,0xec79
0x0e88,0x4223
0x0e89,0x4233
0x0e8a,0x2e23
0x0e8b,0x4289
0x0e8c,0xde72
0x0e8d,0xde52
0x0e8e,0x42a9
0x0e8f,0x2ea9
0x0e90,0x7891
0x0e91,0xec63
0x0e92,0x2ced
0x0e93,0xdc41
0x0e94,0xd060
0x0e95,0x20fc
0x0e96,0xc803
0x0e97,0xec43
0x0e98,0xaabc
0x0e99,0xa8cd
0x0e9a,0x7a00
0x0e9b,0x965c
0x0e9c,0x42dc
0x0e9d,0x421c
0x0e9e,0x967c
0x0e9f,0xc893
0x0ea0,0xdc2f
0x0ea1,0xeb6a
0x0ea2,0xeced
0x0ea3,0xdb4d
0x0ea4,0xd96c
0x0ea5,0xe0fc
0x0ea6,0xe233
0x0ea7,0xeb4a
0x0ea8,0x401a
0x0ea9,0x4cd8
0x0eaa,0xd033
0x0eab,0x42fa
0x0eac,0xd2dc
0x0ead,0xd21c
0x0eae,0x42ea
0x0eaf,0xe223
0x0eb0,0x4ce8
0x0eb1,0xec1a
0x0eb2,0xd8dd
0x0eb3,0xdcdd
0x0eb4,0xd01c
0x0eb5,0xda1c
0x0eb6,0x22fa
0x0eb7,0xecda
0x0eb8,0x4afa
0x0eb9,0x48e8
0x0eba,0x40fa
0x0ebb,0x26fa
0x0ebc,0xe8da
0x0ebd,0xe81a
0x0ebe,0x26ea
0x0ebf,0x22ea
0x0ec0,0x4ced
0x0ec1,0xecfa
0x0ec2,0xe6dd
0x0ec3,0xe2dd
0x0ec4,0xe676
0x0ec5,0xe6d6
0x0ec6,0x22fc
0x0ec7,0xe8b7
0x0ec8,0x48e6
0x0ec9,0x48ed
0x0eca,0x48c6
0x0ecb,0x26fc
0x0ecc,0xe8f7
0x0ecd,0xe8fa
0x0ece,0x26f4
0x0ecf,0x26b4
0x0ed0,0xdc21
0x0ed1,0xeb3a
0x0ed2,0xecdd
0x0ed3,0xee4d
0x0ed4,0xe596
0x0ed5,0xe876
0x0ed6,0xe230
0x0ed7,0xed87
0x0ed8,0x46c6
0x0ed9,0x42ed
0x0eda,0xd8a5
0x0edb,0x421a
0x0edc,0xe657
0x0edd,0xe21a
0x0ede,0x4657
0x0edf,0xe682
0x0ee0,0x2e30
0x0ee1,0xecb9
0x0ee2,0xee13
0x0ee3,0xecf3
0x0ee4,0xe8b9
0x0ee5,0xe559
0x0ee6,0x2e82
0x0ee7,0xecf9
0x0ee8,0x4609
0x0ee9,0x4263
0x0eea,0x2582
0x0eeb,0x4209
0x0eec,0xee19
0x0eed,0xee59
0x0eee,0x4269
0x0eef,0x2e32
0x0ef0,0xad03
0x0ef1,0x2b09
0x0ef2,0x4260
0x0ef3,0x2b63
0x0ef4,0x2b43
0x0ef5,0x4240
0x0ef6,0xab09
0x0ef7,0x2b99
0x0ef8,0x9690
0x0ef9,0x9600
0x0efa,0xad93
0x0efb,0x9202
0x0efc,0x4292
0x0efd,0x4202
0x0efe,0x9292
0x0eff,0xab99
0x0f00,0x7a91
0x0f01,0xfc4f
0x0f02,0xec21
0x0f03,0xd041
0x0f04,0xd040
0x0f05,0xe030
0x0f06,0xb89f
0x0f07,0xfc43
0x0f08,0xca80
0x0f09,0xc8a1
0x0f0a,0x7a90
0x0f0b,0x7600
0x0f0c,0xd240
0x0f0d,0xd260
0x0f0e,0x7690
0x0f0f,0xb893
0x0f10,0xc191
0x0f11,0xfc2f
0x0f12,0xec41
0x0f13,0xe341
0x0f14,0xe195
0x0f15,0xe895
0x0f16,0xb8af
0x0f17,0xf8ab
0x0f18,0xc841
0x0f19,0xc891
0x0f1a,0xc141
0x0f1b,0xc603
0x0f1c,0xe609
0x0f1d,0xe263
0x0f1e,0xc663
0x0f1f,0xb82f
0x0f20,0x8d9f
0x0f21,0x3b9b
0x0f22,0x4e60
0x0f23,0x3b4f
0x0f24,0x3b43
0x0f25,0x4e40
0x0f26,0x8b9b
0x0f27,0x3b99
0x0f28,0x9590
0x0f29,0x9500
0x0f2a,0x8d93
0x0f2b,0x9e02
0x0f2c,0x4e92
0x0f2d,0x4e02
0x0f2e,0x9e92
0x0f2f,0x8b99
0x0f30,0xa37d
0x0f31,0x38e8
0x0f32,0x23dd
0x0f33,0x21dd
0x0f34,0x21d6
0x0f35,0x2176
0x0f36,0x8cc8
0x0f37,0x38ee
0x0f38,0xa1dd
0x0f39,0xa17d
0x0f3a,0x217d
0x0f3b,0x88c8
0x0f3c,0x38ce
0x0f3d,0x3ce8
0x0f3e,0x88e8
0x0f3f,0x38c8
0x0f40,0x3e2f
0x0f41,0xfc7b
0x0f42,0xd210
0x0f43,0xfcdf
0x0f44,0xfcd3
0x0f45,0xd2d0
0x0f46,0x3eab
0x0f47,0xfc79
0x0f48,0x4e23
0x0f49,0x4e33
0x0f4a,0x3e23
0x0f4b,0x4e89
0x0f4c,0xd272
0x0f4d,0xd252
0x0f4e,0x4ea9
0x0f4f,0x3ea9
0x0f50,0x3e21
0x0f51,0xfccb
0x0f52,0xe213
0x0f53,0xfcef
0x0f54,0xf8cb
0x0f55,0xe659
0x0f56,0x3ea5
0x0f57,0xfceb
0x0f58,0x4509
0x0f59,0x4e63
0x0f5a,0x35a5
0x0f5b,0x4e09
0x0f5c,0xe219
0x0f5d,0xe259
0x0f5e,0x4e69
0x0f5f,0x3e25
0x0f60,0x8caf
0x0f61,0x8c2f
0x0f62,0x3c2f
0x0f63,0x382f
0x0f64,0x382b
0x0f65,0x38ab
0x0f66,0x882b
0x0f67,0x8c2b
0x0f68,0x882f
0x0f69,0x88af
0x0f6a,0x38af
0x0f6b,0x8cab
0x0f6c,0x3c2b
0x0f6d,0x3cab
0x0f6e,0x3caf
0x0f6f,0x88ab
0x0f70,0x8daf
0x0f71,0x3bab
0x0f72,0x2e63
0x0f73,0x3b2f
0x0f74,0x3dab
0x0f75,0x2509
0x0f76,0x8bab
0x0f77,0x3b2b
0x0f78,0xa563
0x0f79,0xa503
0x0f7a,0x8d2f
0x0f7b,0xae09
0x0f7c,0x2e69
0x0f7d,0x2e09
0x0f7e,0x2e03
0x0f7f,0x3baf
0x0f80,0x362f
0x0f81,0xbbdf
0x0f82,0xfbdf
0x0f83,0xfddf
0x0f84,0xfdd3
0x0f85,0xfbd3
0x0f86,0x822f
0x0f87,0xbbd3
0x0f88,0x3223
0x0f89,0x322f
0x0f8a,0x3623
0x0f8b,0x32ab
0x0f8c,0xfb79
0x0f8d,0xfb7b
0x0f8e,0x32a9
0x0f8f,0x8223
0x0f90,0x907d
0x0f91,0x38d8
0x0f92,0x40dd
0x0f93,0x4add
0x0f94,0x4adc
0x0f95,0x40dc
0x0f96,0x8c78
0x0f97,0x38da
0x0f98,0x9a7c
0x0f99,0x9a7d
0x0f9a,0x907c
0x0f9b,0x8878
0x0f9c,0x3cda
0x0f9d,0x3cd8
0x0f9e,0x887a
0x0f9f,0x8c7a
0x0fa0,0x4ae8
0x0fa1,0xf8d8
0x0fa2,0xd0dd
0x0fa3,0xdadd
0x0fa4,0xdadc
0x0fa5,0xd0dc
0x0fa6,0x36e8
0x0fa7,0xf8da
0x0fa8,0x40ea
0x0fa9,0x40e8
0x0faa,0x4aea
0x0fab,0x32e8
0x0fac,0xfcda
0x0fad,0xfcd8
0x0fae,0x32ea
0x0faf,0x36ea
0x0fb0,0xd02f
0x0fb1,0xfb48
0x0fb2,0xeb2d
0x0fb3,0xd94d
0x0fb4,0xd94c
0x0fb5,0xe93c
0x0fb6,0xf22f
0x0fb7,0xfb4a
0x0fb8,0xd063
0x0fb9,0xdc4f
0x0fba,0xd023
0x0fbb,0xd233
0x0fbc,0xde4c
0x0fbd,0xde6c
0x0fbe,0xd223
0x0fbf,0xf223
0x0fc0,0xd021
0x0fc1,0xfb28
0x0fc2,0xeb4d
0x0fc3,0xef4d
0x0fc4,0xe796
0x0fc5,0xed96
0x0fc6,0xf221
0x0fc7,0xfdae
0x0fc8,0xd6a5
0x0fc9,0xd221
0x0fca,0xdaa5
0x0fcb,0xd263
0x0fcc,0xe507
0x0fcd,0xee6a
0x0fce,0xd609
0x0fcf,0xf6a5
0x0fd0,0x4aed
0x0fd1,0xf8e8
0x0fd2,0xe3dd
0x0fd3,0xe1dd
0x0fd4,0xe1d6
0x0fd5,0xe176
0x0fd6,0x36ed
0x0fd7,0xf8ee
0x0fd8,0x4ac6
0x0fd9,0x40ed
0x0fda,0x4ae6
0x0fdb,0x32ed
0x0fdc,0xf8ce
0x0fdd,0xfce8
0x0fde,0x36c6
0x0fdf,0x36e6
0x0fe0,0x3621
0x0fe1,0xbbef
0x0fe2,0xfbef
0x0fe3,0xfdef
0x0fe4,0xfdeb
0x0fe5,0xfdcb
0x0fe6,0x8221
0x0fe7,0xbbeb
0x0fe8,0x36a5
0x0fe9,0x3221
0x0fea,0x3625
0x0feb,0x32a5
0x0fec,0xfbeb
0x0fed,0xfbcb
0x0fee,0x3225
0x0fef,0x8225
0x0ff0,0x8c9f
0x0ff1,0x8c4f
0x0ff2,0x3c4f
0x0ff3,0x384f
0x0ff4,0x3843
0x0ff5,0x3c43
0x0ff6,0x884b
0x0ff7,0x8c43
0x0ff8,0x8893
0x0ff9,0x889f
0x0ffa,0x8c93
0x0ffb,0x8c9b
0x0ffc,0x3c99
0x0ffd,0x3c9b
0x0ffe,0x8c99
0x0fff,0x8849
0x1000,0xd5ed
0x1001,0xf51a
0x1002,0x3c11
0x1003,0xf41d
0x1004,0xf4dd
0x1005,0x2011
0x1006,0xd51a
0x1007,0xe518
0x1008,0x43e0
0x1009,0x43e1
0x100a,0xd7fc
0x100b,0x62df
0x100c,0x3313
0x100d,0x33d3
0x100e,0x62d3
0x100f,0xd5da
0x1010,0xd5e6
0x1011,0xf517
0x1012,0x3855
0x1013,0xf416
0x1014,0xf44d
0x1015,0xe01d
0x1016,0xd517
0x1017,0xe568
0x1018,0xd3ec
0x1019,0x41c5
0x101a,0xd73c
0x101b,0x667b
0x101c,0xf31a
0x101d,0x3179
0x101e,0x12da
0x101f,0xd54a
0x1020,0x4513
0x1021,0x8e13
0x1022,0xff43
0x1023,0x3513
0x1024,0x251f
0x1025,0xff63
0x1026,0x9e13
0x1027,0xae1f
0x1028,0x1e43
0x1029,0x1e4f
0x102a,0x45d3
0x102b,0x1e9b
0x102c,0xff09
0x102d,0xff99
0x102e,0x1e99
0x102f,0x9ed3
0x1030,0x46e5
0x1031,0x3619
0x1032,0x3815
0x1033,0x3a15
0x1034,0xfadd
0x1035,0xea1d
0x1036,0x4619
0x1037,0xe618
0x1038,0xd1ec
0x1039,0x41e5
0x103a,0xd1fc
0x103b,0x66db
0x103c,0xf11a
0x103d,0x31d9
0x103e,0x16da
0x103f,0xd6da
0x1040,0x356a
0x1041,0x8567
0x1042,0x877a
0x1043,0x8e0a
0x1044,0xae08
0x1045,0x875a
0x1046,0x8e6a
0x1047,0xa56e
0x1048,0x3f1a
0x1049,0x3fda
0x104a,0x2568
0x104b,0x3f77
0x104c,0x8f57
0x104d,0x8f77
0x104e,0x3f57
0x104f,0xae68
0x1050,0x3567
0x1051,0x8507
0x1052,0x87da
0x1053,0x350a
0x1054,0xae0f
0x1055,0x8103
0x1056,0x8e67
0x1057,0xa56b
0x1058,0x3363
0x1059,0x3777
0x105a,0x256f
0x105b,0x3fd7
0x105c,0x8309
0x105d,0x3f7a
0x105e,0x3309
0x105f,0xae6f
0x1060,0xd569
0x1061,0xbe69
0x1062,0xf749
0x1063,0xf569
0x1064,0xe51f
0x1065,0xf713
0x1066,0x7e69
0x1067,0xce1f
0x1068,0x15d3
0x1069,0x154b
0x106a,0xd5d3
0x106b,0x5e4b
0x106c,0xbf13
0x106d,0xbf49
0x106e,0x5ed3
0x106f,0x7ed3
0x1070,0x4519
0x1071,0x8e19
0x1072,0xf799
0x1073,0x3519
0x1074,0xe61f
0x1075,0xff13
0x1076,0x9e19
0x1077,0xc21f
0x1078,0x1ed3
0x1079,0x159b
0x107a,0xd6d3
0x107b,0x1e4b
0x107c,0xff59
0x107d,0xff49
0x107e,0x1e79
0x107f,0x72d3
0x1080,0x351a
0x1081,0x8517
0x1082,0x8f7a
0x1083,0x8e5a
0x1084,0xae58
0x1085,0x8f5a
0x1086,0x8e1a
0x1087,0xa51e
0x1088,0x371a
0x1089,0x37da
0x108a,0x2518
0x108b,0x8fda
0x108c,0x8717
0x108d,0x87d7
0x108e,0x8f1a
0x108f,0xae18
0x1090,0x46e1
0x1091,0x3613
0x1092,0x3811
0x1093,0x3a11
0x1094,0x3ad1
0x1095,0x2a11
0x1096,0x4613
0x1097,0x261f
0x1098,0x41e0
0x1099,0x41e1
0x109a,0x41f0
0x109b,0x66df
0x109c,0x3113
0x109d,0x31d3
0x109e,0x66d3
0x109f,0x46d3
0x10a0,0x3a6d
0x10a1,0x820a
0x10a2,0x8c0d
0x10a3,0x800d
0x10a4,0x809d
0x10a5,0xa00d
0x10a6,0x366a
0x10a7,0xa208
0x10a8,0x2a6d
0x10a9,0x386d
0x10aa,0x3a4d
0x10ab,0x314a
0x10ac,0x830a
0x10ad,0x839a
0x10ae,0x316a
0x10af,0x2668
0x10b0,0xfa6d
0x10b1,0xb20a
0x10b2,0x880d
0x10b3,0xb00d
0x10b4,0xb09d
0x10b5,0xaa0d
0x10b6,0xf66a
0x10b7,0xc208
0x10b8,0x206d
0x10b9,0x3c6d
0x10ba,0xfa4d
0x10bb,0x334a
0x10bc,0x810a
0x10bd,0x819a
0x10be,0x336a
0x10bf,0xe668
0x10c0,0xfa66
0x10c1,0xf60a
0x10c2,0x886d
0x10c3,0xfa0d
0x10c4,0xb091
0x10c5,0xaa5d
0x10c6,0xf667
0x10c7,0xc20f
0x10c8,0x201d
0x10c9,0x3806
0x10ca,0xfa41
0x10cb,0x3197
0x10cc,0x815a
0x10cd,0x814a
0x10ce,0x331a
0x10cf,0xe66f
0x10d0,0x3a66
0x10d1,0x360a
0x10d2,0x380d
0x10d3,0x3a0d
0x10d4,0x807d
0x10d5,0xa05d
0x10d6,0x3667
0x10d7,0xa258
0x10d8,0x2a1d
0x10d9,0x3866
0x10da,0x3add
0x10db,0x3147
0x10dc,0x835a
0x10dd,0x319a
0x10de,0x311a
0x10df,0x2618
0x10e0,0x3517
0x10e1,0x8557
0x10e2,0x377a
0x10e3,0x355a
0x10e4,0xa20f
0x10e5,0x8303
0x10e6,0x8e17
0x10e7,0xa66b
0x10e8,0x3163
0x10e9,0x37d7
0x10ea,0x266f
0x10eb,0x8fd7
0x10ec,0x8169
0x10ed,0x8777
0x10ee,0x8363
0x10ef,0xa26f
0x10f0,0xd563
0x10f1,0xbe63
0x10f2,0xf743
0x10f3,0xf563
0x10f4,0xe56f
0x10f5,0xf763
0x10f6,0x7e63
0x10f7,0xce6f
0x10f8,0x1543
0x10f9,0x154f
0x10fa,0xd543
0x10fb,0x5e4f
0x10fc,0xbf63
0x10fd,0xbf43
0x10fe,0x5e43
0x10ff,0x7e43
0x1100,0xa54e
0x1101,0x2548
0x1102,0x2f7e
0x1103,0xae48
0x1104,0xaf6a
0x1105,0x2f77
0x1106,0xae98
0x1107,0x276a
0x1108,0xaf77
0x1109,0xaf7e
0x110a,0xa767
0x110b,0xa778
0x110c,0x2fda
0x110d,0x2fd8
0x110e,0xa77a
0x110f,0xaf0a
0x1110,0xa59e
0x1111,0x254e
0x1112,0x2fde
0x1113,0xae4e
0x1114,0xaf63
0x1115,0x2399
0x1116,0x2598
0x1117,0x2763
0x1118,0xa399
0x1119,0x2f78
0x111a,0xa769
0x111b,0xa7d8
0x111c,0x2343
0x111d,0x277e
0x111e,0xa193
0x111f,0xaf03
0x1120,0xab9d
0x1121,0xe648
0x1122,0x29dd
0x1123,0x2d4d
0x1124,0x246c
0x1125,0x29dc
0x1126,0xc298
0x1127,0xe16a
0x1128,0xa47c
0x1129,0xa47d
0x112a,0xa90c
0x112b,0xa198
0x112c,0x234a
0x112d,0x2348
0x112e,0xa19a
0x112f,0xc30a
0x1130,0xa57e
0x1131,0x25de
0x1132,0xafde
0x1133,0xaede
0x1134,0xa363
0x1135,0xa343
0x1136,0x2578
0x1137,0x2163
0x1138,0xa149
0x1139,0xa77e
0x113a,0xa169
0x113b,0x2778
0x113c,0x2143
0x113d,0x27de
0x113e,0xa393
0x113f,0xa303
0x1140,0x452d
0x1141,0xe5d8
0x1142,0xe941
0x1143,0x2dd1
0x1144,0x2410
0x1145,0xe940
0x1146,0xd648
0x1147,0xe71a
0x1148,0x4fec
0x1149,0x4fed
0x114a,0x473c
0x114b,0x4348
0x114c,0x23d3
0x114d,0x23df
0x114e,0x434a
0x114f,0xd16a
0x1150,0x4526
0x1151,0xe5de
0x1152,0xe495
0x1153,0x2dd5
0x1154,0xea10
0x1155,0xe9d0
0x1156,0xd64e
0x1157,0xe76a
0x1158,0x4320
0x1159,0x47c6
0x115a,0x4730
0x115b,0x419e
0x115c,0xe3da
0x115d,0x217b
0x115e,0x43da
0x115f,0xd163
0x1160,0x2d7d
0x1161,0x264e
0x1162,0x24d6
0x1163,0x2dd6
0x1164,0x2a60
0x1165,0x2a40
0x1166,0x2698
0x1167,0x211a
0x1168,0xa090
0x1169,0x247d
0x116a,0xa000
0x116b,0x2198
0x116c,0x21da
0x116d,0x214e
0x116e,0xa37a
0x116f,0xa35a
0x1170,0x2d9d
0x1171,0xe64e
0x1172,0x2476
0x1173,0x2d46
0x1174,0x2460
0x1175,0x2040
0x1176,0xe698
0x1177,0xe163
0x1178,0xaa90
0x1179,0xa4dd
0x117a,0xa900
0x117b,0xa148
0x117c,0x23da
0x117d,0x219e
0x117e,0xa17a
0x117f,0xc303
0x1180,0x45ed
0x1181,0x26df
0x1182,0xe441
0x1183,0xed41
0x1184,0xe460
0x1185,0xe440
0x1186,0x4648
0x1187,0x2113
0x1188,0x47ec
0x1189,0x47ed
0x118a,0x47fc
0x118b,0x4148
0x118c,0x21d3
0x118d,0x21df
0x118e,0x414a
0x118f,0x416a
0x1190,0xa5de
0x1191,0x25d8
0x1192,0xafd8
0x1193,0xaed8
0x1194,0xaf1a
0x1195,0xafda
0x1196,0xae78
0x1197,0x271a
0x1198,0xa7d7
0x1199,0xa7de
0x119a,0xa717
0x119b,0xaf78
0x119c,0x27da
0x119d,0x27d8
0x119e,0xaf7a
0x119f,0xaf5a
0x11a0,0x9ed8
0x11a1,0xe54f
0x11a2,0xcf4f
0x11a3,0xce4f
0x11a4,0xcf63
0x11a5,0xcf43
0x11a6,0x45d8
0x11a7,0xe763
0x11a8,0x9fda
0x11a9,0x9fd8
0x11aa,0x9f1a
0x11ab,0x47d8
0x11ac,0xe743
0x11ad,0xe74f
0x11ae,0x47da
0x11af,0x471a
0x11b0,0x9e48
0x11b1,0x25df
0x11b2,0xef9b
0x11b3,0xaedf
0x11b4,0xaf13
0x11b5,0xef99
0x11b6,0x4548
0x11b7,0x2713
0x11b8,0x4f77
0x11b9,0x4f7e
0x11ba,0x9f6a
0x11bb,0x4fd8
0x11bc,0xef43
0x11bd,0xef4f
0x11be,0x4fda
0x11bf,0x476a
0x11c0,0x9e4e
0x11c1,0x25db
0x11c2,0xef4b
0x11c3,0xaedb
0x11c4,0xc313
0x11c5,0xef79
0x11c6,0x454e
0x11c7,0xe113
0x11c8,0x4399
0x11c9,0x4fde
0x11ca,0x9f63
0x11cb,0x477e
0x11cc,0xefd3
0x11cd,0xe79b
0x11ce,0x4343
0x11cf,0x4763
0x11d0,0x9ede
0x11d1,0xe54b
0x11d2,0xcf4b
0x11d3,0xce4b
0x11d4,0xcf13
0x11d5,0xcfd3
0x11d6,0x45de
0x11d7,0xe713
0x11d8,0x9343
0x11d9,0x9fde
0x11da,0x9363
0x11db,0x47de
0x11dc,0xe7d3
0x11dd,0xe74b
0x11de,0x4143
0x11df,0x4163
0x11e0,0x45e6
0x11e1,0x26db
0x11e2,0xe445
0x11e3,0xed45
0x11e4,0xe410
0x11e5,0xe4d0
0x11e6,0x464e
0x11e7,0xe11a
0x11e8,0x4120
0x11e9,0x47e6
0x11ea,0x4130
0x11eb,0x414e
0x11ec,0xe1da
0x11ed,0x21db
0x11ee,0x41da
0x11ef,0x411a
0x11f0,0xab7d
0x11f1,0x2648
0x11f2,0x24dd
0x11f3,0x2ddd
0x11f4,0x241c
0x11f5,0x24dc
0x11f6,0xa298
0x11f7,0x216a
0x11f8,0xa97c
0x11f9,0xa97d
0x11fa,0xa95c
0x11fb,0xa398
0x11fc,0x214a
0x11fd,0x2148
0x11fe,0xa39a
0x11ff,0xa30a
0x1200,0x9edf
0x1201,0x371f
0x1202,0xfe0b
0x1203,0x8f1f
0x1204,0x8fdf
0x1205,0xef0b
0x1206,0x45df
0x1207,0x37df
0x1208,0xdf99
0x1209,0xdf9b
0x120a,0x9f13
0x120b,0xdf4f
0x120c,0xef6f
0x120d,0xfe6f
0x120e,0xdf43
0x120f,0x4713
0x1210,0x9edb
0x1211,0x371b
0x1212,0xfe6b
0x1213,0x8f1b
0x1214,0xb3df
0x1215,0xef5b
0x1216,0x45db
0x1217,0xf1df
0x1218,0xdf79
0x1219,0xdf4b
0x121a,0x7313
0x121b,0xd79b
0x121c,0xef1f
0x121d,0xf50b
0x121e,0xdfd3
0x121f,0xd113
0x1220,0x45e1
0x1221,0xf718
0x1222,0xfb61
0x1223,0x3411
0x1224,0x34d1
0x1225,0xe961
0x1226,0xd5d8
0x1227,0xf7d8
0x1228,0xdf20
0x1229,0xdf21
0x122a,0x47f0
0x122b,0x43df
0x122c,0x231f
0x122d,0x321f
0x122e,0x43d3
0x122f,0xd71a
0x1230,0x7e4b
0x1231,0xf76b
0x1232,0xbe6b
0x1233,0xbf6b
0x1234,0xbfdf
0x1235,0xcf1f
0x1236,0xd54b
0x1237,0xf7df
0x1238,0x7fd3
0x1239,0x7f4b
0x123a,0x7f13
0x123b,0xd74b
0x123c,0xe71f
0x123d,0xf56b
0x123e,0xd7d3
0x123f,0xd713
0x1240,0x346d
0x1241,0xb308
0x1242,0x8d5d
0x1243,0x890d
0x1244,0x899d
0x1245,0xa45d
0x1246,0xf168
0x1247,0xb398
0x1248,0x291d
0x1249,0x3b1d
0x124a,0x344d
0x124b,0x3268
0x124c,0xa108
0x124d,0x8608
0x124e,0x2368
0x124f,0xf148
0x1250,0x3466
0x1251,0xf108
0x1252,0x8d1d
0x1253,0x340d
0x1254,0x8991
0x1255,0xaa01
0x1256,0xf16e
0x1257,0xb39f
0x1258,0x2061
0x1259,0x3d56
0x125a,0x3441
0x125b,0x360e
0x125c,0xa158
0x125d,0x8668
0x125e,0x2318
0x125f,0xf14f
0x1260,0xd525
0x1261,0x311b
0x1262,0xfd65
0x1263,0xf465
0x1264,0xf4d1
0x1265,0xe411
0x1266,0x46db
0x1267,0xf1d8
0x1268,0xd7e0
0x1269,0xd725
0x126a,0xd7f0
0x126b,0x41db
0x126c,0xe118
0x126d,0x361b
0x126e,0xd1da
0x126f,0xd11a
0x1270,0x45e5
0x1271,0xf71e
0x1272,0xfd05
0x1273,0x3415
0x1274,0xfad1
0x1275,0xe911
0x1276,0xd5de
0x1277,0xf748
0x1278,0xdfe0
0x1279,0xd7a5
0x127a,0xd1f0
0x127b,0x417b
0x127c,0xe318
0x127d,0x365b
0x127e,0xd3da
0x127f,0xd76a
0x1280,0x341d
0x1281,0x8308
0x1282,0x8b5d
0x1283,0x895d
0x1284,0x897d
0x1285,0xa95d
0x1286,0x3168
0x1287,0x8398
0x1288,0x241d
0x1289,0x3d1d
0x128a,0x34dd
0x128b,0x3668
0x128c,0xa308
0x128d,0x8208
0x128e,0x2168
0x128f,0x3148
0x1290,0x7e4f
0x1291,0xf76f
0x1292,0xbe6f
0x1293,0xbf6f
0x1294,0xbf4f
0x1295,0xcf6f
0x1296,0xd54f
0x1297,0xf74f
0x1298,0x7f43
0x1299,0x7f4f
0x129a,0x7f63
0x129b,0xd74f
0x129c,0xe76f
0x129d,0xf56f
0x129e,0xd743
0x129f,0xd763
0x12a0,0x8f18
0x12a1,0x8f58
0x12a2,0x851e
0x12a3,0x871e
0x12a4,0x87de
0x12a5,0xa71e
0x12a6,0x3718
0x12a7,0x8f78
0x12a8,0xaf18
0x12a9,0x8e18
0x12aa,0x8fd8
0x12ab,0x3518
0x12ac,0xaf58
0x12ad,0x8e58
0x12ae,0x2718
0x12af,0x37d8
0x12b0,0x8f68
0x12b1,0x8f08
0x12b2,0x8e5e
0x12b3,0x876e
0x12b4,0x874e
0x12b5,0xaf5e
0x12b6,0x3768
0x12b7,0x8f98
0x12b8,0x2f5e
0x12b9,0x3e5e
0x12ba,0x8f48
0x12bb,0x3e18
0x12bc,0xa758
0x12bd,0x8558
0x12be,0x2f18
0x12bf,0x3748
0x12c0,0x8f6e
0x12c1,0x3708
0x12c2,0x3e58
0x12c3,0x870e
0x12c4,0x874b
0x12c5,0xa30b
0x12c6,0x376e
0x12c7,0x8f9f
0x12c8,0x230b
0x12c9,0x3e1e
0x12ca,0x8f4f
0x12cb,0x355e
0x12cc,0xa10f
0x12cd,0x8518
0x12ce,0x236f
0x12cf,0x374f
0x12d0,0x8f1e
0x12d1,0x3758
0x12d2,0x855e
0x12d3,0x875e
0x12d4,0x814b
0x12d5,0xa16b
0x12d6,0x371e
0x12d7,0x839f
0x12d8,0xa36f
0x12d9,0x8e1e
0x12da,0x834f
