Plaintext1,Plaintext2,Ciphertext1,Ciphertext2
0x0750,0x1750,0x25b4,0x4567
0x0751,0x1751,0xeb39,0xae19
0x0752,0x1752,0xed39,0xf59b
0x0753,0x1753,0xed89,0x2519
0x0754,0x1754,0xebe3,0xe6d3
0x0755,0x1755,0xede3,0xfed3
0x0756,0x1756,0x2ef4,0x9e67
0x0757,0x1757,0xebc9,0xc2d3
0x0758,0x1758,0x2620,0x6243
0x0759,0x1759,0x25f4,0x657e
0x075a,0x175a,0x2220,0x4543
0x075b,0x175b,0xaef4,0x6ede
0x075c,0x175c,0xcbe3,0xfe79
0x075d,0x175d,0xcb39,0xfe4b
0x075e,0x175e,0xa220,0x6299
0x075f,0x175f,0x22a2,0x9e43
0x0760,0x1760,0xad3a,0x255a
0x0761,0x1761,0x2b37,0xae17
0x0762,0x1762,0x2557,0x35de
0x0763,0x1763,0x2d87,0x2517
0x0764,0x1764,0x2b23,0x2643
0x0765,0x1765,0x2243,0x3643
0x0766,0x1766,0x2b8a,0xa557
0x0767,0x1767,0x2ba9,0xa243
0x0768,0x1768,0xa693,0x8293
0x0769,0x1769,0xa51a,0x3578
0x076a,0x176a,0xada3,0xa293
0x076b,0x176b,0x2e5a,0x857e
0x076c,0x176c,0x2299,0x8243
0x076d,0x176d,0x2e17,0x8ede
0x076e,0x176e,0xa299,0x8649
0x076f,0x176f,0xaba9,0xa649
0x0770,0x1770,0xadfa,0x250a
0x0771,0x1771,0x2bf7,0xae67
0x0772,0x1772,0x2df7,0x357e
0x0773,0x1773,0x2db7,0x2567
0x0774,0x1774,0x2c23,0x2543
0x0775,0x1775,0x2823,0x3243
0x0776,0x1776,0x2bba,0xa507
0x0777,0x1777,0x2ca9,0xae43
0x0778,0x1778,0xaca3,0x8693
0x0779,0x1779,0x2dba,0x85d8
0x077a,0x177a,0xa8a3,0xae93
0x077b,0x177b,0xadb7,0x3e78
0x077c,0x177c,0xac23,0x3299
0x077d,0x177d,0xabf7,0x3ede
0x077e,0x177e,0xa829,0x8299
0x077f,0x177f,0xaca9,0xa549
0x0780,0x1780,0x2e3c,0x451a
0x0781,0x1781,0x2bb9,0xce63
0x0782,0x1782,0xee63,0xf54f
0x0783,0x1783,0x2bf3,0xe563
0x0784,0x1784,0x2be3,0xe543
0x0785,0x1785,0xee43,0xf543
0x0786,0x1786,0x2e84,0x9e1a
0x0787,0x1787,0x2bc9,0xce43
0x0788,0x1788,0x4eda,0x65da
0x0789,0x1789,0x4e1a,0x65d8
0x078a,0x178a,0x2e2c,0x45da
0x078b,0x178b,0x4e57,0x0ed8
0x078c,0x178c,0xee99,0xbe43
0x078d,0x178d,0xee09,0xbe4f
0x078e,0x178e,0x4e77,0x0eda
0x078f,0x178f,0x2ea4,0x9eda
0x0790,0x1790,0xc69d,0xac9d
0x0791,0x1791,0xec3a,0x266a
0x0792,0x1792,0x2c4d,0x2a4d
0x0793,0x1793,0xe24d,0x284d
0x0794,0x1794,0xe36c,0x2a6c
0x0795,0x1795,0x206c,0x2a4c
0x0796,0x1796,0xc88a,0xa20a
0x0797,0x1797,0xec2a,0x264a
0x0798,0x1798,0xaa0c,0xa09c
0x0799,0x1799,0xa89d,0xa09d
0x079a,0x179a,0xc10c,0xa00c
0x079b,0x179b,0xa60a,0x8298
0x079c,0x179c,0x224a,0x364a
0x079d,0x179d,0x226a,0x3648
0x079e,0x179e,0xa69a,0x829a
0x079f,0x179f,0xc8aa,0xa29a
0x07a0,0x17a0,0xdc2d,0x462d
0x07a1,0x17a1,0xebfa,0x2613
0x07a2,0x17a2,0x2cd1,0x2ad1
0x07a3,0x17a3,0xeedd,0x28d1
0x07a4,0x17a4,0xef1c,0x2a10
0x07a5,0x17a5,0x2010,0x2ad0
0x07a6,0x17a6,0xe23c,0x466a
0x07a7,0x17a7,0xebea,0x26d3
0x07a8,0x17a8,0x433c,0x412c
0x07a9,0x17a9,0x422d,0x412d
0x07aa,0x17aa,0xd03c,0x413c
0x07ab,0x17ab,0x426a,0x6648
0x07ac,0x17ac,0x22d3,0x36d3
0x07ad,0x17ad,0x2213,0x36df
0x07ae,0x17ae,0x424a,0x664a
0x07af,0x17af,0xe22c,0x464a
0x07b0,0x17b0,0x4c2d,0xd62d
0x07b1,0x17b1,0x2cf3,0xe51a
0x07b2,0x17b2,0x26d1,0x20d1
0x07b3,0x17b3,0x22d1,0xeddd
0x07b4,0x17b4,0x2310,0xe41c
0x07b5,0x17b5,0x2110,0x20d0
0x07b6,0x17b6,0x223c,0xd66a
0x07b7,0x17b7,0x2ce3,0xe5da
0x07b8,0x17b8,0x4a3c,0x432c
0x07b9,0x17b9,0x482d,0x432d
0x07ba,0x17ba,0x403c,0xd13c
0x07bb,0x17bb,0x263c,0x6248
0x07bc,0x17bc,0x28e3,0x32d3
0x07bd,0x17bd,0x28f3,0x32df
0x07be,0x17be,0x262c,0x624a
0x07bf,0x17bf,0x222c,0xd64a
0x07c0,0x17c0,0x48a6,0xd626
0x07c1,0x17c1,0x28b9,0xe517
0x07c2,0x17c2,0x26d5,0x2a75
0x07c3,0x17c3,0x2675,0xedd6
0x07c4,0x17c4,0xe31c,0xe46c
0x07c5,0x17c5,0xe11c,0xe0dc
0x07c6,0x17c6,0x2684,0xd667
0x07c7,0x17c7,0xecea,0xe54a
0x07c8,0x17c8,0x4afc,0x43ec
0x07c9,0x17c9,0x4826,0x41a6
0x07ca,0x17ca,0x40fc,0xd130
0x07cb,0x17cb,0x2634,0x669e
0x07cc,0x17cc,0xe8ea,0xf2da
0x07cd,0x17cd,0x28f9,0x367b
0x07ce,0x17ce,0x26ec,0x62da
0x07cf,0x17cf,0x22ec,0xd643
0x07d0,0x17d0,0xd8a6,0x4626
0x07d1,0x17d1,0xedb7,0x2619
0x07d2,0x17d2,0x2875,0x2ad5
0x07d3,0x17d3,0xe576,0x28d5
0x07d4,0x17d4,0xef6c,0xea1c
0x07d5,0x17d5,0xe01c,0xeadc
0x07d6,0x17d6,0xe684,0x4667
0x07d7,0x17d7,0xeb2a,0xe6da
0x07d8,0x17d8,0x43fc,0x41ec
0x07d9,0x17d9,0x46a6,0x4126
0x07da,0x17da,0xd030,0x41fc
0x07db,0x17db,0x4607,0x664e
0x07dc,0x17dc,0xe2da,0xf6da
0x07dd,0x17dd,0x2659,0x36db
0x07de,0x17de,0x42da,0x66da
0x07df,0x17df,0xe220,0x46da
0x07e0,0x17e0,0x2584,0x4517
0x07e1,0x17e1,0x2bf9,0xce69
0x07e2,0x17e2,0xe509,0xf54b
0x07e3,0x17e3,0x2db9,0xe569
0x07e4,0x17e4,0xece3,0xe5d3
0x07e5,0x17e5,0xeed3,0xf5d3
0x07e6,0x17e6,0x2e34,0x9e17
0x07e7,0x17e7,0xecc9,0xced3
0x07e8,0x17e8,0x4243,0x6643
0x07e9,0x17e9,0x4557,0x65de
0x07ea,0x17ea,0x2e20,0x4643
0x07eb,0x17eb,0x4e17,0x0ede
0x07ec,0x17ec,0xee79,0xbed3
0x07ed,0x17ed,0xee69,0xbe4b
0x07ee,0x17ee,0x4299,0x0243
0x07ef,0x17ef,0x2ea2,0x9243
0x07f0,0x17f0,0xad8a,0xae5a
0x07f1,0x17f1,0x2b87,0xae1a
0x07f2,0x17f2,0x2e1a,0x35d8
0x07f3,0x17f3,0x2b3a,0x251a
0x07f4,0x17f4,0x2b2a,0x25da
0x07f5,0x17f5,0x2eda,0x35da
0x07f6,0x17f6,0xab87,0xa517
0x07f7,0x17f7,0x2ba7,0xaeda
0x07f8,0x17f8,0xa57a,0x8e7a
0x07f9,0x17f9,0xa55a,0x8e78
0x07fa,0x17fa,0xadaa,0xae7a
0x07fb,0x17fb,0xae57,0x85de
0x07fc,0x17fc,0x2e77,0x8eda
0x07fd,0x17fd,0x2e57,0x8ed8
0x07fe,0x17fe,0xae77,0x85d7
0x07ff,0x17ff,0xaba7,0xa5d7
0x0800,0x1800,0xa9ae,0xaf9e
0x0801,0x1801,0x2928,0x2f48
0x0802,0x1802,0x2e9e,0xaf48
0x0803,0x1803,0x29ae,0x2f9e
0x0804,0x1804,0x29a7,0x2f97
0x0805,0x1805,0x2f07,0xaf4a
0x0806,0x1806,0xa4a8,0xa798
0x0807,0x1807,0x292a,0x2f4a
0x0808,0x1808,0xaf07,0xa747
0x0809,0x1809,0xae9e,0xa74e
0x080a,0x180a,0xa9a7,0xaf97
0x080b,0x180b,0xa598,0xaf98
0x080c,0x180c,0x2f6a,0x274a
0x080d,0x180d,0x2e48,0x2748
0x080e,0x180e,0xa70a,0xaf9a
0x080f,0x180f,0xa4aa,0xa79a
0x0810,0x1810,0x29a8,0x2f98
0x0811,0x1811,0x24ae,0x279e
0x0812,0x1812,0x2e4e,0xaf4e
0x0813,0x1813,0x292e,0x2f4e
0x0814,0x1814,0x29a9,0x2f99
0x0815,0x1815,0x2f09,0xaf43
0x0816,0x1816,0xa428,0xa748
0x0817,0x1817,0x2923,0x2f43
0x0818,0x1818,0xaf09,0xa749
0x0819,0x1819,0x2e98,0xa79e
0x081a,0x181a,0xa9a9,0xaf99
0x081b,0x181b,0xa548,0x2798
0x081c,0x181c,0x2f63,0x2743
0x081d,0x181d,0x259e,0x274e
0x081e,0x181e,0xa703,0xaf93
0x081f,0x181f,0xa4a3,0xa793
0x0820,0x1820,0xa79d,0xa49d
0x0821,0x1821,0xe028,0xe348
0x0822,0x1822,0x2b4d,0x244d
0x0823,0x1823,0x2f4d,0x294d
0x0824,0x1824,0x2f4c,0x294c
0x0825,0x1825,0x296c,0x244c
0x0826,0x1826,0xcaa8,0xc198
0x0827,0x1827,0xe02a,0xe34a
0x0828,0x1828,0xa40c,0xa99c
0x0829,0x1829,0xad9d,0xa99d
0x082a,0x182a,0xa79c,0xa49c
0x082b,0x182b,0xc698,0xc398
0x082c,0x182c,0xe36a,0xe14a
0x082d,0x182d,0xe248,0xe148
0x082e,0x182e,0xc10a,0xc39a
0x082f,0x182f,0xcaaa,0xc19a
0x0830,0x1830,0xa4ce,0xadae
0x0831,0x1831,0x24ee,0x2d2e
0x0832,0x1832,0x29ee,0xa92e
0x0833,0x1833,0xa9ee,0xab2e
0x0834,0x1834,0xa023,0xa933
0x0835,0x1835,0x20a9,0xa923
0x0836,0x1836,0x24c8,0x2da8
0x0837,0x1837,0x2a23,0x2433
0x0838,0x1838,0xa0a9,0xa429
0x0839,0x1839,0x29c8,0xa4ae
0x083a,0x183a,0xaa29,0xa439
0x083b,0x183b,0xa4e8,0x24a8
0x083c,0x183c,0x2023,0x2423
0x083d,0x183d,0x24ce,0x242e
0x083e,0x183e,0xaaa3,0xa9a3
0x083f,0x183f,0xa0a3,0xa983
0x0840,0x1840,0x492d,0x4f2d
0x0841,0x1841,0xe9e8,0xefd8
0x0842,0x1842,0x2bd1,0x24d1
0x0843,0x1843,0x2fd1,0x29d1
0x0844,0x1844,0x2fd0,0x29d0
0x0845,0x1845,0x2910,0x24d0
0x0846,0x1846,0xe32d,0xd348
0x0847,0x1847,0xe9ea,0xefda
0x0848,0x1848,0x4f3c,0x472c
0x0849,0x1849,0x4e2d,0x472d
0x084a,0x184a,0x492c,0x4f2c
0x084b,0x184b,0xd248,0xd148
0x084c,0x184c,0xef1a,0xe7da
0x084d,0x184d,0xeed8,0xe7d8
0x084e,0x184e,0xd36a,0xd14a
0x084f,0x184f,0xe32c,0xd34a
0x0850,0x1850,0x44a6,0x47a6
0x0851,0x1851,0xe4ce,0xe77e
0x0852,0x1852,0x2d75,0x24d5
0x0853,0x1853,0x2775,0x2475
0x0854,0x1854,0xe3d0,0xe0d0
0x0855,0x1855,0xe010,0xead0
0x0856,0x1856,0xe1a6,0xd19e
0x0857,0x1857,0xe92a,0xef4a
0x0858,0x1858,0x4f30,0x4720
0x0859,0x1859,0x45a6,0x4726
0x085a,0x185a,0x4920,0x4f20
0x085b,0x185b,0xd69e,0xd14e
0x085c,0x185c,0xef6a,0xe74a
0x085d,0x185d,0xe57e,0xe7de
0x085e,0x185e,0xd363,0xd143
0x085f,0x185f,0xe320,0xd343
0x0860,0x1860,0x277d,0x259d
0x0861,0x1861,0x2a2e,0xe82e
0x0862,0x1862,0x2776,0x2746
0x0863,0x1863,0x27d6,0x2546
0x0864,0x1864,0x2140,0x2760
0x0865,0x1865,0x2340,0x2740
0x0866,0x1866,0x2aa8,0xe8a8
0x0867,0x1867,0x2aea,0xea33
0x0868,0x1868,0xa190,0xaf90
0x0869,0x1869,0xa7dd,0x279d
0x086a,0x186a,0xa390,0xaf00
0x086b,0x186b,0xaa28,0xeaa8
0x086c,0x186c,0x20ea,0xea23
0x086d,0x186d,0x2aae,0xea2e
0x086e,0x186e,0xaaca,0xc0a3
0x086f,0x186f,0xa0ca,0xc083
0x0870,0x1870,0xa74d,0xa44d
0x0871,0x1871,0xeaae,0xe19e
0x0872,0x1872,0x2d96,0x2446
0x0873,0x1873,0x2796,0x2496
0x0874,0x1874,0x2f40,0x2940
0x0875,0x1875,0x2960,0x2440
0x0876,0x1876,0xca28,0xc148
0x0877,0x1877,0xe023,0xe343
0x0878,0x1878,0xa400,0xa990
0x0879,0x1879,0xad4d,0x249d
0x087a,0x187a,0xa790,0xa490
0x087b,0x187b,0xc648,0xe198
0x087c,0x187c,0xe363,0xe143
0x087d,0x187d,0xe69e,0xe14e
0x087e,0x187e,0xc103,0xc393
0x087f,0x187f,0xcaa3,0xc193
0x0880,0x1880,0x44ed,0x4d2d
0x0881,0x1881,0x2aef,0xede8
0x0882,0x1882,0xef41,0x27d1
0x0883,0x1883,0xe741,0x25d1
0x0884,0x1884,0xe740,0x2710
0x0885,0x1885,0xef40,0x27d0
0x0886,0x1886,0x212d,0xe62d
0x0887,0x1887,0x2ae3,0xe4fa
0x0888,0x1888,0x49ec,0x442c
0x0889,0x1889,0x49ed,0x442d
0x088a,0x188a,0x44ec,0x443c
0x088b,0x188b,0x232d,0xe12d
0x088c,0x188c,0x20e3,0xe4ea
0x088d,0x188d,0x20ef,0xe4e8
0x088e,0x188e,0x232c,0xe12c
0x088f,0x188f,0x212c,0xe13c
0x0890,0x1890,0xa4ee,0xad2e
0x0891,0x1891,0x24e8,0x2d28
0x0892,0x1892,0x29ce,0xa928
0x0893,0x1893,0xa9e8,0xab28
0x0894,0x1894,0xa9ea,0xa93a
0x0895,0x1895,0x29c7,0xa92a
0x0896,0x1896,0xa9c8,0xaba8
0x0897,0x1897,0x24ea,0x243a
0x0898,0x1898,0xa9c7,0xa427
0x0899,0x1899,0xa9ce,0xa42e
0x089a,0x189a,0xa4e7,0xa437
0x089b,0x189b,0xa4c8,0xa9a8
0x089c,0x189c,0x29ea,0x242a
0x089d,0x189d,0x29e8,0x2428
0x089e,0x189e,0xa4ca,0xa9aa
0x089f,0x189f,0xa9ca,0xa98a
0x08a0,0x18a0,0xafed,0xae2d
0x08a1,0x18a1,0xe42f,0x2def
0x08a2,0x18a2,0xe9ab,0xa9ef
0x08a3,0x18a3,0xc92f,0xabef
0x08a4,0x18a4,0xc923,0xa9f3
0x08a5,0x18a5,0xe9a9,0xa9e3
0x08a6,0x18a6,0x27ed,0x252d
0x08a7,0x18a7,0xe423,0x24f3
0x08a8,0x18a8,0x2fc4,0xaf2c
0x08a9,0x18a9,0x2fc6,0xaf2d
0x08aa,0x18aa,0xafec,0xaf3c
0x08ab,0x18ab,0x2fed,0x272d
0x08ac,0x18ac,0xe923,0x24e3
0x08ad,0x18ad,0xe92f,0x24ef
0x08ae,0x18ae,0x2fec,0x272c
0x08af,0x18af,0x27ec,0x273c
0x08b0,0x18b0,0x2fa6,0x4f9e
0x08b1,0x18b1,0x29ef,0x2fdf
0x08b2,0x18b2,0x2e7b,0xafdf
0x08b3,0x18b3,0x29cb,0x2f7b
0x08b4,0x18b4,0x29c9,0x2f79
0x08b5,0x18b5,0x2f59,0xafd3
0x08b6,0x18b6,0x2f2d,0x4f48
0x08b7,0x18b7,0x29e3,0x2fd3
0x08b8,0x18b8,0x4f07,0x9f4a
0x08b9,0x18b9,0x4e9e,0x9f48
0x08ba,0x18ba,0x2fa4,0x4f97
0x08bb,0x18bb,0x4e48,0x4748
0x08bc,0x18bc,0x2f13,0x27d3
0x08bd,0x18bd,0x2edf,0x27df
0x08be,0x18be,0x4f6a,0x474a
0x08bf,0x18bf,0x2f2c,0x4f4a
0x08c0,0x18c0,0x2f26,0x4f4e
0x08c1,0x18c1,0x24cb,0x277b
0x08c2,0x18c2,0x2edb,0xafdb
0x08c3,0x18c3,0x29eb,0x2fdb
0x08c4,0x18c4,0xe0c9,0xe379
0x08c5,0x18c5,0xe359,0xc3d3
0x08c6,0x18c6,0x27a6,0x479e
0x08c7,0x18c7,0xe0e3,0xe3d3
0x08c8,0x18c8,0x4f09,0x9f43
0x08c9,0x18c9,0x4e4e,0x9f4e
0x08ca,0x18ca,0x2fa2,0x4f99
0x08cb,0x18cb,0x459e,0x474e
0x08cc,0x18cc,0xe313,0xe1d3
0x08cd,0x18cd,0x257b,0x27db
0x08ce,0x18ce,0x4f63,0x4743
0x08cf,0x18cf,0x2f20,0x4f43
0x08d0,0x18d0,0xafe6,0xae26
0x08d1,0x18d1,0xe42b,0x2deb
0x08d2,0x18d2,0xe92b,0xa9eb
0x08d3,0x18d3,0xc92b,0xabeb
0x08d4,0x18d4,0xc9e3,0xc0f3
0x08d5,0x18d5,0xe9c9,0xc0e3
0x08d6,0x18d6,0x27e6,0x2526
0x08d7,0x18d7,0xe4e3,0xeaf3
0x08d8,0x18d8,0x23a2,0xaf20
0x08d9,0x18d9,0x2fe6,0xaf26
0x08da,0x18da,0xa320,0xaf30
0x08db,0x18db,0x27c6,0x2726
0x08dc,0x18dc,0xe9e3,0xeae3
0x08dd,0x18dd,0xe4ab,0x24eb
0x08de,0x18de,0x2320,0x2720
0x08df,0x18df,0x2120,0x2730
0x08e0,0x18e0,0x44e6,0x4d26
0x08e1,0x18e1,0x2aeb,0xedee
0x08e2,0x18e2,0xe795,0x27d5
0x08e3,0x18e3,0xe745,0x25d5
0x08e4,0x18e4,0xe7d0,0xe110
0x08e5,0x18e5,0xefd0,0xe1d0
0x08e6,0x18e6,0x2126,0xe626
0x08e7,0x18e7,0xeaea,0xe43a
0x08e8,0x18e8,0x4020,0x4420
0x08e9,0x18e9,0x44c6,0x4426
0x08ea,0x18ea,0x4a20,0x4430
0x08eb,0x18eb,0x21a6,0xe126
0x08ec,0x18ec,0xe0ea,0xe42a
0x08ed,0x18ed,0x2acb,0xe4ee
0x08ee,0x18ee,0x23ec,0xe120
0x08ef,0x18ef,0x21ec,0xe130
0x08f0,0x18f0,0xaf7d,0xae9d
0x08f1,0x18f1,0x2a28,0xe828
0x08f2,0x18f2,0x2fdd,0x274d
0x08f3,0x18f3,0x27dd,0x254d
0x08f4,0x18f4,0x27dc,0x276c
0x08f5,0x18f5,0x2fdc,0x274c
0x08f6,0x18f6,0xa0a8,0xcca8
0x08f7,0x18f7,0x2a2a,0xea3a
0x08f8,0x18f8,0xa77c,0xaf9c
0x08f9,0x18f9,0xa77d,0xaf9d
0x08fa,0x18fa,0xaf7c,0xaf0c
0x08fb,0x18fb,0xaaa8,0xc0a8
0x08fc,0x18fc,0x202a,0xea2a
0x08fd,0x18fd,0x2028,0xea28
0x08fe,0x18fe,0xaaaa,0xc0aa
0x08ff,0x18ff,0xa0aa,0xc08a
0x0900,0x1900,0xa99b,0x9f95
0x0901,0x1901,0x294f,0x4f41
0x0902,0x1902,0x4e95,0x9f41
0x0903,0x1903,0x299b,0x4f95
0x0904,0x1904,0x2999,0x4f92
0x0905,0x1905,0x4f02,0x9f40
0x0906,0x1906,0xa49f,0x9791
0x0907,0x1907,0x2943,0x4f40
0x0908,0x1908,0x9f02,0x9742
0x0909,0x1909,0x9e95,0x9745
0x090a,0x190a,0xa999,0x9f92
0x090b,0x190b,0x9591,0x9f91
0x090c,0x190c,0x4f60,0x4740
0x090d,0x190d,0x4e41,0x4741
0x090e,0x190e,0x9700,0x9f90
0x090f,0x190f,0xa493,0x9790
0x0910,0x1910,0xa9ab,0xaf9b
0x0911,0x1911,0x292f,0x2f4f
0x0912,0x1912,0x2e9b,0xaf4f
0x0913,0x1913,0x29ab,0x2f9b
0x0914,0x1914,0x292b,0x2f4b
0x0915,0x1915,0x2e4b,0xaf4b
0x0916,0x1916,0xa4af,0xa79f
0x0917,0x1917,0x24ab,0x279b
0x0918,0x1918,0x2e9f,0xa79b
0x0919,0x1919,0xae9b,0xa74b
0x091a,0x191a,0x29af,0x2f9f
0x091b,0x191b,0xa59f,0xaf9f
0x091c,0x191c,0x259b,0x274b
0x091d,0x191d,0x2e4f,0x274f
0x091e,0x191e,0xa54f,0x279f
0x091f,0x191f,0xa42f,0xa74f
0x0920,0x1920,0x9491,0xa4a1
0x0921,0x1921,0xe04f,0xd341
0x0922,0x1922,0x2b21,0x2421
0x0923,0x1923,0x4941,0x2921
0x0924,0x1924,0x4940,0x2920
0x0925,0x1925,0x2930,0x2420
0x0926,0x1926,0xca9f,0x7191
0x0927,0x1927,0xe043,0xd340
0x0928,0x1928,0xa480,0xa9a0
0x0929,0x1929,0xada1,0xa9a1
0x092a,0x192a,0x9490,0xa4a0
0x092b,0x192b,0x7691,0x7391
0x092c,0x192c,0xd360,0xd140
0x092d,0x192d,0xd241,0xd141
0x092e,0x192e,0x7100,0x7390
0x092f,0x192f,0xca93,0x7190
0x0930,0x1930,0xaa2b,0xad2b
0x0931,0x1931,0x2a2f,0x2d2f
0x0932,0x1932,0x20ab,0xa92f
0x0933,0x1933,0xa02f,0xab2f
0x0934,0x1934,0xa02b,0xab2b
0x0935,0x1935,0x202b,0xa92b
0x0936,0x1936,0xa0af,0xabaf
0x0937,0x1937,0x2a2b,0x2d2b
0x0938,0x1938,0x20af,0xa4ab
0x0939,0x1939,0xa0ab,0xa42b
0x093a,0x193a,0xaaab,0xadab
0x093b,0x193b,0xaaaf,0xa9af
0x093c,0x193c,0x2aab,0x242b
0x093d,0x193d,0x202f,0x242f
0x093e,0x193e,0xaa2f,0x24af
0x093f,0x193f,0x2aaf,0x2daf
0x0940,0x1940,0x492f,0x494f
0x0941,0x1941,0xe948,0xdf4d
0x0942,0x1942,0xece1,0xeae1
0x0943,0x1943,0xd0d1,0xe0e1
0x0944,0x1944,0xd0d0,0xe0e0
0x0945,0x1945,0xe0f0,0xeae0
0x0946,0x1946,0xe32f,0xd32f
0x0947,0x1947,0xe94a,0xdf4c
0x0948,0x1948,0x4963,0x4443
0x0949,0x1949,0x4b4f,0x444f
0x094a,0x194a,0x4923,0x4943
0x094b,0x194b,0xd22f,0xd12f
0x094c,0x194c,0xdf6c,0xd74c
0x094d,0x194d,0xde4d,0xd74d
0x094e,0x194e,0xd333,0xd123
0x094f,0x194f,0xe323,0xd323
0x0950,0x1950,0x4921,0x4f21
0x0951,0x1951,0xe928,0xef48
0x0952,0x1952,0xecd1,0xead1
0x0953,0x1953,0xe3d1,0xe0d1
0x0954,0x1954,0xe175,0xea75
0x0955,0x1955,0xe875,0xead5
0x0956,0x1956,0xe321,0xd34f
0x0957,0x1957,0xe4ae,0xe79e
0x0958,0x1958,0x45a5,0x4725
0x0959,0x1959,0x4e21,0x4721
0x095a,0x195a,0x44a5,0x47a5
0x095b,0x195b,0xd24f,0xd14f
0x095c,0x195c,0xe59e,0xe74e
0x095d,0x195d,0xee48,0xe748
0x095e,0x195e,0xd69b,0xd14b
0x095f,0x195f,0xe1a5,0xd19b
0x0960,0x1960,0xa391,0xae91
0x0961,0x1961,0x2ae8,0xe82f
0x0962,0x1962,0x2341,0x2741
0x0963,0x1963,0x2141,0x2541
0x0964,0x1964,0x2145,0x2545
0x0965,0x1965,0x2195,0x2745
0x0966,0x1966,0xa0c8,0xccaf
0x0967,0x1967,0x2aee,0xe82b
0x0968,0x1968,0xa141,0x2791
0x0969,0x1969,0xa191,0xaf91
0x096a,0x196a,0x2191,0x2591
0x096b,0x196b,0xaac8,0xc0af
0x096c,0x196c,0x2ace,0xea2b
0x096d,0x196d,0x20e8,0xea2f
0x096e,0x196e,0xaae8,0xeaaf
0x096f,0x196f,0x2ac8,0xe8af
0x0970,0x1970,0xa791,0xa491
0x0971,0x1971,0xe02f,0xe34f
0x0972,0x1972,0x2b41,0x2441
0x0973,0x1973,0x2f41,0x2941
0x0974,0x1974,0x2795,0x2495
0x0975,0x1975,0x2d95,0x2445
0x0976,0x1976,0xcaaf,0xc19f
0x0977,0x1977,0xeaab,0xe19b
0x0978,0x1978,0xad41,0x2491
0x0979,0x1979,0xad91,0xa991
0x097a,0x197a,0xa741,0xa441
0x097b,0x197b,0xc69f,0xc39f
0x097c,0x197c,0xe69b,0xe14b
0x097d,0x197d,0xe24f,0xe14f
0x097e,0x197e,0xc64f,0xe19f
0x097f,0x197f,0xca2f,0xc14f
0x0980,0x1980,0x4a2f,0x4d2f
0x0981,0x1981,0xead8,0xed48
0x0982,0x1982,0xd9d1,0xdad1
0x0983,0x1983,0xd4d1,0xd8d1
0x0984,0x1984,0xd4d0,0xda10
0x0985,0x1985,0xd9d0,0xdad0
0x0986,0x1986,0x21e8,0xe62f
0x0987,0x1987,0xeada,0xe46a
0x0988,0x1988,0x4023,0x4423
0x0989,0x1989,0x402f,0x442f
0x098a,0x198a,0x4a23,0x4433
0x098b,0x198b,0x23e8,0xe12f
0x098c,0x198c,0xe0da,0xe44a
0x098d,0x198d,0xe0d8,0xe448
0x098e,0x198e,0x23ea,0xe123
0x098f,0x198f,0x21ea,0xe133
0x0990,0x1990,0xaa4b,0xad4b
0x0991,0x1991,0x2a4f,0x2d4f
0x0992,0x1992,0x209b,0xa94f
0x0993,0x1993,0xa04f,0xab4f
0x0994,0x1994,0xa043,0xa963
0x0995,0x1995,0x2099,0xa943
0x0996,0x1996,0xa09f,0xab9f
0x0997,0x1997,0x2a43,0x2463
0x0998,0x1998,0xa099,0xa449
0x0999,0x1999,0xa09b,0xa44b
0x099a,0x199a,0xaa49,0xa469
0x099b,0x199b,0xaa9f,0xa99f
0x099c,0x199c,0x2043,0x2443
0x099d,0x199d,0x204f,0x244f
0x099e,0x199e,0xaa93,0xa993
0x099f,0x199f,0xa093,0xa903
0x09a0,0x19a0,0xa32f,0xae2f
0x09a1,0x19a1,0xe4df,0xe8df
0x09a2,0x19a2,0xe97b,0xc0df
0x09a3,0x19a3,0xc9df,0xccdf
0x09a4,0x19a4,0xc9d3,0xc013
0x09a5,0x19a5,0xe979,0xc0d3
0x09a6,0x19a6,0x212f,0x252f
0x09a7,0x19a7,0xe4d3,0xea13
0x09a8,0x19a8,0x23a9,0xaf23
0x09a9,0x19a9,0x23ab,0xaf2f
0x09aa,0x19aa,0xa323,0xaf33
0x09ab,0x19ab,0x232f,0x272f
0x09ac,0x19ac,0xe9d3,0xead3
0x09ad,0x19ad,0xe9df,0xeadf
0x09ae,0x19ae,0x2323,0x2723
0x09af,0x19af,0x2123,0x2733
0x09b0,0x19b0,0x2fab,0x4fab
0x09b1,0x19b1,0xe0df,0xd3d1
0x09b2,0x19b2,0xd275,0x73d1
0x09b3,0x19b3,0xe07b,0xd375
0x09b4,0x19b4,0xe079,0xd372
0x09b5,0x19b5,0xd352,0x73d0
0x09b6,0x19b6,0x2f2f,0x4f2f
0x09b7,0x19b7,0xe0d3,0xd3d0
0x09b8,0x19b8,0x4f89,0x9f23
0x09b9,0x19b9,0x4eab,0x9f2f
0x09ba,0x19ba,0x2fa9,0x4fa9
0x09bb,0x19bb,0x4e2f,0x472f
0x09bc,0x19bc,0xd310,0xd1d0
0x09bd,0x19bd,0xd2d1,0xd1d1
0x09be,0x19be,0x4f33,0x4723
0x09bf,0x19bf,0x2f23,0x4f23
0x09c0,0x19c0,0x2fa5,0x4f9b
0x09c1,0x19c1,0xe0ef,0xe3df
