Plaintext,Ciphertext
0x0e19,0xd34f
0x0e1a,0x99ec
0x0e1b,0xef6c
0x0e1c,0xefae
0x0e1d,0xefde
0x0e1e,0xef7c
0x0e1f,0x8fac
0x0e20,0x5a45
0x0e21,0xd33a
0x0e22,0xdeee
0x0e23,0x9aec
0x0e24,0xdaee
0x0e25,0xde8e
0x0e26,0xd310
0x0e27,0xd39a
0x0e28,0xfec1
0x0e29,0xfe41
0x0e2a,0xfa41
0x0e2b,0x9350
0x0e2c,0xdb9a
0x0e2d,0x939a
0x0e2e,0xdb50
0x0e2f,0xd350
0x0e30,0x644b
0x0e31,0x333a
0x0e32,0x7a7c
0x0e33,0x7aec
0x0e34,0x3aee
0x0e35,0x3a7e
0x0e36,0x3518
0x0e37,0x339a
0x0e38,0x346f
0x0e39,0x746b
0x0e3a,0x444f
0x0e3b,0x471a
0x0e3c,0x439a
0x0e3d,0x433a
0x0e3e,0x475a
0x0e3f,0x3558
0x0e40,0xfec5
0x0e41,0xdfac
0x0e42,0x9eec
0x0e43,0xde8c
0x0e44,0xdeec
0x0e45,0xdaec
0x0e46,0xdfd5
0x0e47,0xdf7c
0x0e48,0xfa45
0x0e49,0x5e45
0x0e4a,0xfe45
0x0e4b,0x9f65
0x0e4c,0xdd7c
0x0e4d,0x9f7c
0x0e4e,0xdd65
0x0e4f,0xdf65
0x0e50,0x4e1b
0x0e51,0xdf1c
0x0e52,0x9f2b
0x0e53,0xdf0b
0x0e54,0xdefc
0x0e55,0x9ebc
0x0e56,0x4f1c
0x0e57,0xdf3c
0x0e58,0x5e25
0x0e59,0x6e5b
0x0e5a,0xfe05
0x0e5b,0x6f5c
0x0e5c,0x9f9c
0x0e5d,0x9f5c
0x0e5e,0x9f55
0x0e5f,0xdf15
0x0e60,0x40cb
0x0e61,0x3fac
0x0e62,0x3eac
0x0e63,0x3e8c
0x0e64,0x3eec
0x0e65,0x3e7c
0x0e66,0x3cdb
0x0e67,0x3f7c
0x0e68,0x306b
0x0e69,0x30db
0x0e6a,0x404b
0x0e6b,0x40dc
0x0e6c,0x4f7c
0x0e6d,0x4fac
0x0e6e,0x406c
0x0e6f,0x3c6b
0x0e70,0x6a5b
0x0e71,0x8f1a
0x0e72,0xdf2f
0x0e73,0x9d2b
0x0e74,0x9abc
0x0e75,0xdebe
0x0e76,0x2f1a
0x0e77,0x8f3a
0x0e78,0xfe21
0x0e79,0x4e5f
0x0e7a,0x5a25
0x0e7b,0xaf5a
0x0e7c,0xef9a
0x0e7d,0xef5a
0x0e7e,0xef50
0x0e7f,0x8f10
0x0e80,0x328a
0x0e81,0x7372
0x0e82,0x7272
0x0e83,0x72e2
0x0e84,0x798a
0x0e85,0x79aa
0x0e86,0x33aa
0x0e87,0x7baa
0x0e88,0x327a
0x0e89,0x32aa
0x0e8a,0x32ea
0x0e8b,0x43aa
0x0e8c,0x6baa
0x0e8d,0x6372
0x0e8e,0x437a
0x0e8f,0x337a
0x0e90,0xd28a
0x0e91,0x9372
0x0e92,0x9282
0x0e93,0x92e2
0x0e94,0x998a
0x0e95,0x928a
0x0e96,0xd3aa
0x0e97,0x9baa
0x0e98,0xd9ea
0x0e99,0x92ea
0x0e9a,0xd2ea
0x0e9b,0x937a
0x0e9c,0x93aa
0x0e9d,0x93a2
0x0e9e,0xdb7a
0x0e9f,0xd37a
0x0ea0,0x64bb
0x0ea1,0x0ff9
0x0ea2,0x7a95
0x0ea3,0x7d95
0x0ea4,0x7abc
0x0ea5,0x7a9c
0x0ea6,0x2cfa
0x0ea7,0x0f3a
0x0ea8,0x745b
0x0ea9,0x66bb
0x0eaa,0x642b
0x0eab,0x203a
0x0eac,0x2f3a
0x0ead,0x2f30
0x0eae,0x201a
0x0eaf,0x0c18
0x0eb0,0x79ea
0x0eb1,0xbf72
0x0eb2,0x79a2
0x0eb3,0x7982
0x0eb4,0x79e2
0x0eb5,0x7972
0x0eb6,0x0faa
0x0eb7,0xbdaa
0x0eb8,0x3972
0x0eb9,0x797a
0x0eba,0x39e2
0x0ebb,0x2faa
0x0ebc,0xadaa
0x0ebd,0xaf72
0x0ebe,0x2f7a
0x0ebf,0x0f7a
0x0ec0,0x40fb
0x0ec1,0x3ff7
0x0ec2,0x3e35
0x0ec3,0x3f35
0x0ec4,0x3efc
0x0ec5,0x3e3c
0x0ec6,0x4cfc
0x0ec7,0x3f3c
0x0ec8,0x301b
0x0ec9,0x4cfb
0x0eca,0x400b
0x0ecb,0x403c
0x0ecc,0x4f3c
0x0ecd,0x4f35
0x0ece,0x401c
0x0ecf,0x3c1b
0x0ed0,0x7b75
0x0ed1,0xbfed
0x0ed2,0x79a1
0x0ed3,0x7ba1
0x0ed4,0x798e
0x0ed5,0x79ae
0x0ed6,0x0f87
0x0ed7,0xbf7e
0x0ed8,0x797c
0x0ed9,0x7975
0x0eda,0x79ec
0x0edb,0x2fa5
0x0edc,0xaf7e
0x0edd,0xaf71
0x0ede,0x2fac
0x0edf,0x0fac
0x0ee0,0xd3cb
0x0ee1,0x936e
0x0ee2,0x93cf
0x0ee3,0x934f
0x0ee4,0x92ee
0x0ee5,0x928e
0x0ee6,0xd3dc
0x0ee7,0x937e
0x0ee8,0x92ec
0x0ee9,0x934b
0x0eea,0xd28c
0x0eeb,0x936c
0x0eec,0x93ae
0x0eed,0x93de
0x0eee,0x937c
0x0eef,0xd3ac
0x0ef0,0x33a5
0x0ef1,0x73ed
0x0ef2,0x7271
0x0ef3,0x7371
0x0ef4,0x72ee
0x0ef5,0x727e
0x0ef6,0x3387
0x0ef7,0x737e
0x0ef8,0x32ac
0x0ef9,0x32a5
0x0efa,0x328c
0x0efb,0x43a5
0x0efc,0x637e
0x0efd,0x6371
0x0efe,0x43ac
0x0eff,0x33ac
0x0f00,0x9b48
0x0f01,0xef62
0x0f02,0xdbc3
0x0f03,0x9bc3
0x0f04,0x9baf
0x0f05,0xdbaf
0x0f06,0x8fda
0x0f07,0xefee
0x0f08,0xd37f
0x0f09,0xd343
0x0f0a,0x9b7b
0x0f0b,0xef6a
0x0f0c,0xef8e
0x0f0d,0xefd2
0x0f0e,0xefec
0x0f0f,0x8f8c
0x0f10,0xdb73
0x0f11,0xed8a
0x0f12,0xdba8
0x0f13,0x9b73
0x0f14,0x9ba3
0x0f15,0xdba3
0x0f16,0x8fea
0x0f17,0xefe2
0x0f18,0xd373
0x0f19,0xd3a3
0x0f1a,0x9b78
0x0f1b,0x8dea
0x0f1c,0xef82
0x0f1d,0xef8a
0x0f1e,0xefea
0x0f1f,0x8f8a
0x0f20,0x6a6b
0x0f21,0xd31a
0x0f22,0xdf4f
0x0f23,0x9d4b
0x0f24,0x9d9b
0x0f25,0xdf9f
0x0f26,0x431a
0x0f27,0x8ffa
0x0f28,0xfe51
0x0f29,0x4e6f
0x0f2a,0x5a55
0x0f2b,0x635a
0x0f2c,0xefba
0x0f2d,0x935a
0x0f2e,0xcf59
0x0f2f,0x1f19
0x0f30,0x64eb
0x0f31,0x33f9
0x0f32,0x7a75
0x0f33,0x7d75
0x0f34,0x7d9b
0x0f35,0x7a9b
0x0f36,0x45fa
0x0f37,0x0ffa
0x0f38,0x665b
0x0f39,0x66eb
0x0f3a,0x645b
0x0f3b,0x473a
0x0f3c,0x2f38
0x0f3d,0x4330
0x0f3e,0x200a
0x0f3f,0x2c1a
0x0f40,0x4edb
0x0f41,0xdfdc
0x0f42,0x9f4b
0x0f43,0xdfcb
0x0f44,0xdf3b
0x0f45,0x9f9b
0x0f46,0x4fdc
0x0f47,0xdffc
0x0f48,0x5e55
0x0f49,0x6e6b
0x0f4a,0xfe15
0x0f4b,0x6f6c
0x0f4c,0x9fbc
0x0f4d,0x9f6c
0x0f4e,0x5f57
0x0f4f,0xff17
0x0f50,0xfe65
0x0f51,0xdfec
0x0f52,0xdd7b
0x0f53,0xdf7b
0x0f54,0xdfab
0x0f55,0x9f7b
0x0f56,0xff67
0x0f57,0xdf8c
0x0f58,0x5e65
0x0f59,0xfa65
0x0f5a,0xfed5
0x0f5b,0xfd67
0x0f5c,0x9fec
0x0f5d,0xddec
0x0f5e,0x5f67
0x0f5f,0xffd7
0x0f60,0x408b
0x0f61,0x3f87
0x0f62,0x3ea5
0x0f63,0x3fa5
0x0f64,0x3f3b
0x0f65,0x3e3b
0x0f66,0x4c8c
0x0f67,0x3ffc
0x0f68,0x4c1b
0x0f69,0x4c8b
0x0f6a,0x401b
0x0f6b,0x40ac
0x0f6c,0x4f3b
0x0f6d,0x4fa5
0x0f6e,0x400c
0x0f6f,0x4c1c
0x0f70,0xfa61
0x0f71,0xd3ba
0x0f72,0xdfaf
0x0f73,0xdd7f
0x0f74,0x9d7b
0x0f75,0xdf7f
0x0f76,0xf359
0x0f77,0xd3fa
0x0f78,0xfe61
0x0f79,0xfed1
0x0f7a,0x5a65
0x0f7b,0xfb59
0x0f7c,0x93ba
0x0f7d,0xdbba
0x0f7e,0x5359
0x0f7f,0xf319
0x0f80,0x33a0
0x0f81,0x73e4
0x0f82,0x7276
0x0f83,0x7376
0x0f84,0x737f
0x0f85,0x727f
0x0f86,0x3389
0x0f87,0x73ee
0x0f88,0x32ab
0x0f89,0x32a0
0x0f8a,0x33ab
0x0f8b,0x43a0
0x0f8c,0x637f
0x0f8d,0x6376
0x0f8e,0x43ab
0x0f8f,0x338c
0x0f90,0xd3c8
0x0f91,0x9362
0x0f92,0x93c3
0x0f93,0x9343
0x0f94,0x937f
0x0f95,0x93af
0x0f96,0xd3da
0x0f97,0x93ee
0x0f98,0x937b
0x0f99,0x9348
0x0f9a,0xd3ab
0x0f9b,0x936a
0x0f9c,0x938e
0x0f9d,0x93d2
0x0f9e,0x93ec
0x0f9f,0xd38c
0x0fa0,0x446f
0x0fa1,0x33ba
0x0fa2,0x3a7f
0x0fa3,0x3d7f
0x0fa4,0x7d7b
0x0fa5,0x7a7b
0x0fa6,0x455a
0x0fa7,0x33fa
0x0fa8,0x666b
0x0fa9,0x466f
0x0faa,0x646b
0x0fab,0x472a
0x0fac,0x4338
0x0fad,0x4398
0x0fae,0x470a
0x0faf,0x451a
0x0fb0,0x7b70
0x0fb1,0xbfe4
0x0fb2,0x79a6
0x0fb3,0x7ba6
0x0fb4,0x7baf
0x0fb5,0x79af
0x0fb6,0x0f89
0x0fb7,0xbfee
0x0fb8,0x797b
0x0fb9,0x7970
0x0fba,0x7b7b
0x0fbb,0x2fa0
0x0fbc,0xaf7f
0x0fbd,0xaf76
0x0fbe,0x2fab
0x0fbf,0x0f8c
0x0fc0,0x406b
0x0fc1,0x3fec
0x0fc2,0x3e7b
0x0fc3,0x3f7b
0x0fc4,0x3fab
0x0fc5,0x3eab
0x0fc6,0x4c6c
0x0fc7,0x3f8c
0x0fc8,0x4cdb
0x0fc9,0x4c6b
0x0fca,0x40db
0x0fcb,0x404c
0x0fcc,0x4fab
0x0fcd,0x4f7b
0x0fce,0x40cc
0x0fcf,0x4cdc
0x0fd0,0x3b73
0x0fd1,0xbd8a
0x0fd2,0x7973
0x0fd3,0x7b73
0x0fd4,0x7ba3
0x0fd5,0x79a3
0x0fd6,0x0fea
0x0fd7,0xbfe2
0x0fd8,0x7978
0x0fd9,0x3973
0x0fda,0x7b78
0x0fdb,0x2f78
0x0fdc,0xaf73
0x0fdd,0xada8
0x0fde,0x2fa8
0x0fdf,0x0f8a
0x0fe0,0xd378
0x0fe1,0x9b8a
0x0fe2,0x93a8
0x0fe3,0x9ba8
0x0fe4,0x9373
0x0fe5,0x93a3
0x0fe6,0xd3ea
0x0fe7,0x93e2
0x0fe8,0x9378
0x0fe9,0xdb78
0x0fea,0xd3a8
0x0feb,0xdbea
0x0fec,0x9382
0x0fed,0x938a
0x0fee,0x93ea
0x0fef,0xd38a
0x0ff0,0x3378
0x0ff1,0x7b8a
0x0ff2,0x79a8
0x0ff3,0x7ba8
0x0ff4,0x7373
0x0ff5,0x7273
0x0ff6,0x33ea
0x0ff7,0x73e2
0x0ff8,0x32a8
0x0ff9,0x3278
0x0ffa,0x33a8
0x0ffb,0x4378
0x0ffc,0x6373
0x0ffd,0x6ba8
0x0ffe,0x43a8
0x0fff,0x338a
0x1000,0x8abc
0x1001,0x8afc
0x1002,0xeaac
0x1003,0xeefc
0x1004,0xef3b
0x1005,0xeaab
0x1006,0x8efe
0x1007,0x8d3b
0x1008,0x8e7b
0x1009,0x8e7c
0x100a,0x8d9b
0x100b,0x8a7e
0x100c,0xea7f
0x100d,0xea7e
0x100e,0x8a7f
0x100f,0x8f3f
0x1010,0x8a5c
0x1011,0x8a1c
0x1012,0xeacc
0x1013,0xee1c
0x1014,0xee1e
0x1015,0xee4e
0x1016,0x8e1e
0x1017,0x8a1e
0x1018,0x8ecc
0x1019,0x8e4c
0x101a,0xee5c
0x101b,0x8a4e
0x101c,0xeace
0x101d,0xea4e
0x101e,0xea4c
0x101f,0x8e5e
0x1020,0xfa40
0x1021,0xde82
0x1022,0x8e9a
0x1023,0xdaea
0x1024,0xdd78
0x1025,0x8e98
0x1026,0xfec6
0x1027,0xdfa3
0x1028,0x1f50
0x1029,0x8e50
0x102a,0xfa60
0x102b,0x8a56
0x102c,0x8a93
0x102d,0x8a92
0x102e,0x1d56
0x102f,0xfed6
0x1030,0xfe40
0x1031,0xdae2
0x1032,0xde7a
0x1033,0xdeea
0x1034,0xdf78
0x1035,0xde78
0x1036,0xfa46
0x1037,0xdd73
0x1038,0xff60
0x1039,0xde60
0x103a,0xfe60
0x103b,0xda66
0x103c,0xda73
0x103d,0xda72
0x103e,0xfd66
0x103f,0xfa66
0x1040,0x4470
0x1041,0xd64a
0x1042,0x802a
0x1043,0xd46a
0x1044,0xd648
0x1045,0x8028
0x1046,0x36e0
0x1047,0xd66a
0x1048,0x2cb0
0x1049,0x00b0
0x104a,0x44e0
0x104b,0x20b9
0x104c,0x1c28
0x104d,0x1c2a
0x104e,0x2099
0x104f,0x46e9
0x1050,0x4440
0x1051,0xdd79
0x1052,0x8e99
0x1053,0xdae9
0x1054,0x9ee9
0x1055,0x8e39
0x1056,0x3660
0x1057,0x9f79
0x1058,0x0010
0x1059,0x0050
0x105a,0x6040
0x105b,0x2059
0x105c,0x1f39
0x105d,0x1f99
0x105e,0x2019
0x105f,0x7c60
0x1060,0x4070
0x1061,0xdc4a
0x1062,0xd04a
0x1063,0xd06a
0x1064,0xdc48
0x1065,0xd048
0x1066,0x3ce0
0x1067,0xdc6a
0x1068,0x4ce0
0x1069,0x30e0
0x106a,0x40e0
0x106b,0x40e9
0x106c,0xfc48
0x106d,0xfc4a
0x106e,0x4079
0x106f,0x4ce9
0x1070,0x4a48
0x1071,0xded2
0x1072,0x8e2a
0x1073,0xda6a
0x1074,0x9e6a
0x1075,0x8e0a
0x1076,0x4ec3
0x1077,0xde62
0x1078,0x0e18
0x1079,0x0e58
0x107a,0x6e48
0x107b,0x0a53
0x107c,0xea2a
0x107d,0x8a22
0x107e,0xba58
0x107f,0x4e43
0x1080,0x805c
0x1081,0xe60c
0x1082,0xe40c
0x1083,0xe41c
0x1084,0xe60b
0x1085,0xe40b
0x1086,0x8c2c
0x1087,0xe61c
0x1088,0x802b
0x1089,0x802c
0x108a,0x8c2b
0x108b,0x1c2c
0x108c,0xc60b
0x108d,0xc60c
0x108e,0x1c2b
0x108f,0x8c5c
0x1090,0x845c
0x1091,0xec0c
0x1092,0xe4cc
0x1093,0xe01c
0x1094,0xec0b
0x1095,0xe4cb
0x1096,0x862c
0x1097,0xec1c
0x1098,0x804b
0x1099,0x804c
0x109a,0x862b
0x109b,0x1c4c
0x109c,0xc6cb
0x109d,0xc6cc
0x109e,0x1c4b
0x109f,0x865c
0x10a0,0x4e48
0x10a1,0xda62
0x10a2,0xde4a
0x10a3,0xde6a
0x10a4,0xdeda
0x10a5,0xdeca
0x10a6,0x4a43
0x10a7,0x9a6a
0x10a8,0x3ed8
0x10a9,0x3e68
0x10aa,0x4ec8
0x10ab,0x3a63
0x10ac,0x9a4a
0x10ad,0xda42
0x10ae,0x7a68
0x10af,0x6a48
0x10b0,0x8ebc
0x10b1,0xeabe
0x10b2,0xea3c
0x10b3,0xeafc
0x10b4,0xed3b
0x10b5,0xea3b
0x10b6,0x8abe
0x10b7,0xed9f
0x10b8,0x8e9b
0x10b9,0x8e9c
0x10ba,0x8f9b
0x10bb,0x8a9e
0x10bc,0xea9f
0x10bd,0xea9e
0x10be,0x8a9f
0x10bf,0x8d9f
0x10c0,0x4040
0x10c1,0xdf79
0x10c2,0xde79
0x10c3,0xdee9
0x10c4,0xde89
0x10c5,0xdea9
0x10c6,0x3c60
0x10c7,0xdfa9
0x10c8,0x30d0
0x10c9,0x3060
0x10ca,0x40c0
0x10cb,0x4069
0x10cc,0xffa9
0x10cd,0xff79
0x10ce,0x40d9
0x10cf,0x3cd0
0x10d0,0x8e5c
0x10d1,0xea5e
0x10d2,0xea0c
0x10d3,0xea1c
0x10d4,0xee5e
0x10d5,0xee2e
0x10d6,0x8a5e
0x10d7,0xea1e
0x10d8,0x8e0c
0x10d9,0x8e2c
0x10da,0x8e1c
0x10db,0x8a2e
0x10dc,0xea0e
0x10dd,0xea2e
0x10de,0xea2c
0x10df,0xea5c
0x10e0,0x8ab7
0x10e1,0xef37
0x10e2,0xeaa7
0x10e3,0xeef7
0x10e4,0xeefd
0x10e5,0xee7d
0x10e6,0x8d97
0x10e7,0xef3d
0x10e8,0x8ea7
0x10e9,0x8e77
0x10ea,0xeeb7
0x10eb,0x1f77
0x10ec,0xcf7d
0x10ed,0xcda7
0x10ee,0x1fa7
0x10ef,0xef97
0x10f0,0x8eb7
0x10f1,0xed37
0x10f2,0xea37
0x10f3,0xeaf7
0x10f4,0xeebd
0x10f5,0xee9d
0x10f6,0x8f97
0x10f7,0xef9d
0x10f8,0x8e37
0x10f9,0x8e97
0x10fa,0x8ef7
0x10fb,0x1f97
0x10fc,0xcf9d
0x10fd,0xcd37
0x10fe,0x1f37
0x10ff,0x8f37
0x1100,0x8eec
0x1101,0xeaee
0x1102,0xee8c
0x1103,0xea8c
0x1104,0xedab
0x1105,0xefab
0x1106,0x8aee
0x1107,0xed7f
0x1108,0x8d7b
0x1109,0x8aec
0x110a,0x8f7b
0x110b,0x8e8e
0x110c,0x8dab
0x110d,0x8a8c
0x110e,0x8faf
0x110f,0x8d7f
0x1110,0x8e6c
0x1111,0xea6e
0x1112,0xeedc
0x1113,0xeadc
0x1114,0xee6e
0x1115,0xeede
0x1116,0x8a6e
0x1117,0xeade
0x1118,0xee6c
0x1119,0x8a6c
0x111a,0x8edc
0x111b,0x8ede
0x111c,0x8ade
0x111d,0x8adc
0x111e,0x8e6e
0x111f,0xea6c
0x1120,0x1e20
0x1121,0x8ab2
0x1122,0x8aba
0x1123,0x8eba
0x1124,0x8f98
0x1125,0x8d98
0x1126,0x1a26
0x1127,0x8d93
0x1128,0x1a50
0x1129,0x1a20
0x112a,0x1e50
0x112b,0x1e06
0x112c,0x8f33
0x112d,0x8ef2
0x112e,0x1e16
0x112f,0x1a56
0x1130,0x2028
0x1131,0x0ab2
0x1132,0x0e9a
0x1133,0x0eba
0x1134,0x0f98
0x1135,0x0e98
0x1136,0x2423
0x1137,0x0d93
0x1138,0x2c58
0x1139,0x0058
0x113a,0x2058
0x113b,0x0453
0x113c,0x0a93
0x113d,0x0a92
0x113e,0x2653
0x113f,0x2453
0x1140,0x2090
0x1141,0x8c2a
0x1142,0x845a
0x1143,0x805a
0x1144,0x8c28
0x1145,0x8628
0x1146,0x0cb0
0x1147,0x8c5a
0x1148,0x24b0
0x1149,0x2490
0x114a,0x20b0
0x114b,0x06b0
0x114c,0x865a
0x114d,0x862a
0x114e,0x26b9
0x114f,0x2cb9
0x1150,0x2020
0x1151,0x8f99
0x1152,0x8ab9
0x1153,0x8eb9
0x1154,0x8ef9
0x1155,0xeeb9
0x1156,0x0c50
0x1157,0x8f39
0x1158,0xa020
0x1159,0x2420
0x115a,0x2000
0x115b,0x0650
0x115c,0xef99
0x115d,0x8d99
0x115e,0xbc50
0x115f,0x0c10
0x1160,0x1020
0x1161,0x8c9a
0x1162,0x809a
0x1163,0x80ba
0x1164,0x8c98
0x1165,0x8098
0x1166,0x8c50
0x1167,0x8cba
0x1168,0x1c50
0x1169,0x8050
0x116a,0x1050
0x116b,0x1059
0x116c,0x1c98
0x116d,0x1c9a
0x116e,0x1029
0x116f,0x1c59
0x1170,0x2e28
0x1171,0x8a52
0x1172,0x8a5a
0x1173,0x8e5a
0x1174,0x8e1a
0x1175,0xee5a
0x1176,0x2a23
0x1177,0xea5a
0x1178,0xae28
0x1179,0x2a28
0x117a,0x2e08
0x117b,0x2e03
0x117c,0x8e52
0x117d,0x8e12
0x117e,0x2e23
0x117f,0xaa28
0x1180,0x80ec
0x1181,0xe6ac
0x1182,0xe4ac
0x1183,0xe48c
0x1184,0xe6ab
0x1185,0xe4ab
0x1186,0x8c7c
0x1187,0xe68c
0x1188,0x807b
0x1189,0x807c
0x118a,0x8c7b
0x118b,0x1c7c
0x118c,0xc6ab
0x118d,0xc6ac
0x118e,0x1c7b
0x118f,0x8cec
0x1190,0x806c
0x1191,0xe6cc
0x1192,0xe0dc
0x1193,0xe4dc
0x1194,0xe6cb
0x1195,0xeccb
0x1196,0x8c4c
0x1197,0xe6dc
0x1198,0x864b
0x1199,0x846c
0x119a,0x8c4b
0x119b,0x864c
0x119c,0xecdc
0x119d,0xeccc
0x119e,0x866c
0x119f,0x8c6c
0x11a0,0x2098
0x11a1,0x0ab4
0x11a2,0x0e99
0x11a3,0x0eb9
0x11a4,0x0ef9
0x11a5,0x0e39
0x11a6,0x2493
0x11a7,0xbab9
0x11a8,0x00f8
0x11a9,0x00b8
0x11aa,0x2038
0x11ab,0x04b3
0x11ac,0xba99
0x11ad,0x0a94
0x11ae,0xb4b8
0x11af,0xa498
0x11b0,0x0eec
0x11b1,0xbaee
0x11b2,0xbaac
0x11b3,0xba8c
0x11b4,0xbdab
0x11b5,0xbaab
0x11b6,0x0aee
0x11b7,0xbd7f
0x11b8,0x0e7b
0x11b9,0x0e7c
0x11ba,0x0f7b
0x11bb,0x0a7e
0x11bc,0xba7f
0x11bd,0xba7e
0x11be,0x0a7f
0x11bf,0x0d7f
0x11c0,0x2e20
0x11c1,0x8c99
0x11c2,0x8099
0x11c3,0x80b9
0x11c4,0x80f9
0x11c5,0x8039
0x11c6,0x0f50
0x11c7,0x8c39
0x11c8,0x0e10
0x11c9,0x0e50
0x11ca,0x2e00
0x11cb,0x2e59
0x11cc,0x1c39
0x11cd,0x1c99
0x11ce,0x2e19
0x11cf,0x0f10
0x11d0,0x0ee7
0x11d1,0xbaed
0x11d2,0xbaa7
0x11d3,0xba87
0x11d4,0xbeed
0x11d5,0xbe7d
0x11d6,0x0aed
0x11d7,0xba8d
0x11d8,0x0ea7
0x11d9,0x0e77
0x11da,0x0e87
0x11db,0x0a7d
0x11dc,0xbaad
0x11dd,0xba7d
0x11de,0xba77
0x11df,0xbae7
0x11e0,0x8ee7
0x11e1,0xeda7
0x11e2,0xee87
0x11e3,0xea87
0x11e4,0xeeed
0x11e5,0xee8d
0x11e6,0x8f77
0x11e7,0xef7d
0x11e8,0xeee7
0x11e9,0x8ae7
0x11ea,0x8e87
0x11eb,0x8d77
0x11ec,0xefad
0x11ed,0xefa7
0x11ee,0xef77
0x11ef,0x8fa7
0x11f0,0x80e7
0x11f1,0xe6a7
0x11f2,0xe4a7
0x11f3,0xe487
0x11f4,0xe0ed
0x11f5,0xe07d
0x11f6,0x8c77
0x11f7,0xec7d
0x11f8,0x80a7
0x11f9,0x8077
0x11fa,0x8087
0x11fb,0x1c77
0x11fc,0xcc7d
0x11fd,0xc6a7
0x11fe,0x1ca7
0x11ff,0x8ca7
0x1200,0x828e
0x1201,0xef3c
0x1202,0x997e
0x1203,0x898c
0x1204,0x8bab
0x1205,0x997f
0x1206,0x8d9c
0x1207,0xeffc
0x1208,0xd97f
0x1209,0xd97e
0x120a,0x83af
0x120b,0x1f7c
0x120c,0xcdab
0x120d,0xcdac
0x120e,0x1f7b
0x120f,0x8dbc
0x1210,0x82de
0x1211,0xef0c
0x1212,0x994e
0x1213,0x89dc
0x1214,0x89de
0x1215,0x99ce
0x1216,0x8d2c
0x1217,0xef0e
0x1218,0x994c
0x1219,0xd94e
0x121a,0x826e
0x121b,0x1f4c
0x121c,0xcf4e
0x121d,0xcdcc
0x121e,0x1fcc
0x121f,0xef2c
0x1220,0x1206
0x1221,0xdd7a
0x1222,0xda9e
0x1223,0x82f2
0x1224,0x8333
0x1225,0xda9f
0x1226,0xdd60
0x1227,0xddea
0x1228,0xfd51
0x1229,0xda51
0x122a,0x1216
0x122b,0x1e59
0x122c,0x1f98
0x122d,0x1f9a
0x122e,0x1e29
0x122f,0xfd69
0x1230,0x1926
0x1231,0xdf7a
0x1232,0x8992
0x1233,0x89b2
0x1234,0x8b93
0x1235,0x8993
0x1236,0xdf60
0x1237,0xdfea
0x1238,0x1b56
0x1239,0x8956
0x123a,0x1956
0x123b,0xfe69
0x123c,0xff78
0x123d,0xff7a
0x123e,0xfe49
0x123f,0xff69
0x1240,0x1920
0x1241,0x8b9a
0x1242,0xde9c
0x1243,0x89ba
0x1244,0x8b98
0x1245,0xde9b
0x1246,0x8b50
0x1247,0x8bba
0x1248,0xff55
0x1249,0xde55
0x124a,0x1950
0x124b,0xfe57
0x124c,0xff9b
0x124d,0xff9c
0x124e,0xfe27
0x124f,0x1b59
0x1250,0x2928
0x1251,0x8b2a
0x1252,0xde2c
0x1253,0x895a
0x1254,0xe25a
0x1255,0xde0c
0x1256,0x0b58
0x1257,0xe32a
0x1258,0x3e1b
0x1259,0x3e5b
0x125a,0xa228
0x125b,0x4e5c
0x125c,0xff0c
0x125d,0xff2c
0x125e,0x4e1c
0x125f,0xb358
0x1260,0x1220
0x1261,0x839a
0x1262,0x829a
0x1263,0x82ba
0x1264,0x8398
0x1265,0x8298
0x1266,0x8350
0x1267,0x83ba
0x1268,0x1350
0x1269,0x8250
0x126a,0x1250
0x126b,0x1259
0x126c,0x1398
0x126d,0x139a
0x126e,0x1229
0x126f,0x1359
0x1270,0x2203
0x1271,0xdd4a
0x1272,0xda2e
0x1273,0x8212
0x1274,0x8252
0x1275,0x9a2c
0x1276,0x3d68
0x1277,0x9f4a
0x1278,0x7a5b
0x1279,0x3a5f
0x127a,0x2223
0x127b,0x2e5a
0x127c,0x1f0a
0x127d,0x1f2a
0x127e,0x2e1a
0x127f,0x7f68
0x1280,0x82ec
0x1281,0xebac
0x1282,0xe9ac
0x1283,0xe98c
0x1284,0xebab
0x1285,0xe9ab
0x1286,0x837c
0x1287,0xeb8c
0x1288,0x827b
0x1289,0x827c
0x128a,0x837b
0x128b,0x137c
0x128c,0xcbab
0x128d,0xcbac
0x128e,0x137b
0x128f,0x83ec
0x1290,0x89ec
0x1291,0xe3ac
0x1292,0x99ac
0x1293,0xe28c
0x1294,0xe3ab
0x1295,0x99ab
0x1296,0x8b7c
0x1297,0xe38c
0x1298,0xd27b
0x1299,0xd27c
0x129a,0x8b7b
0x129b,0xf37c
0x129c,0x5bab
0x129d,0x5bac
0x129e,0xf37b
0x129f,0x8bec
0x12a0,0x2923
0x12a1,0xdf4a
0x12a2,0x8922
0x12a3,0x8952
0x12a4,0xe95a
0x12a5,0xe92a
0x12a6,0x3f68
0x12a7,0xdfca
0x12a8,0xb958
0x12a9,0x0953
0x12aa,0xa928
0x12ab,0x4e6a
0x12ac,0xffca
0x12ad,0xff4a
0x12ae,0x4eda
0x12af,0x3fd8
0x12b0,0x89ee
0x12b1,0xed3c
0x12b2,0xe97e
0x12b3,0xe9ee
0x12b4,0xeb7f
0x12b5,0xe97f
0x12b6,0x8f9c
0x12b7,0xedfc
